user,location,text
TvesSonrie,Venezuela,"¡Hey amigos! 

Recuerda los colores de este año 2️⃣0️⃣2️⃣0️⃣ Leomir Alvarado, invitado de la Revista Matutina… https://t.co/0Bn95onsKg"
GNB_CARABODESUR,"Valencia, Venezuela","Los hombres y mujeres de la GNB permanecen activamente desplegados y sumados a esta Gran Jornada de Desinfección, q… https://t.co/7Fu8nwb4qM"
VzlaVive2020,Venezuela,Este jueves #15Abr no te puedes perder la programación que traemos para ti en tiempos de cuarentena y que podrás di… https://t.co/zurYSJIfmB
GNB_CARABODESUR,"Valencia, Venezuela","#15Abr de 1946,  Se funda el Colegio de Arquitectos de Venezuela, con el fin de dar impulso al estudio y desarrollo… https://t.co/EgXMYES5ID"
contrapuntovzla,,#15Abr El 8% de las empresas de Fedeindustria están activas durante la cuarentena https://t.co/Vf9gXvgZzh https://t.co/OzYYW8Y4x7
enteratee24,Venezuela,#Nacionales | #15Abr | Una mujer denunció que su expareja se había llevado a su hijo de 8 meses desde el domingo y… https://t.co/5gJZ48OFRk
VTnewsRed,Venezuela,"El protocolo de reingreso a Venezuela está garantizado antes, durante y después 

👉  https://t.co/o51Cks5pNu… https://t.co/hNseDA9uDZ"
Caro_lina713,Venezuela ,"#15Abr Gobierno de Donald Trump se ha encargado de asfixiar todo el desarrollo de la economía Venezolana, con sus s… https://t.co/GydjerS6rt"
plaza_aguerrida,"Guarenas, Venezuela",#15Abr A través del Plan de Atención que lleva a cabo @CORPOELECinfo en los centros de salud se realizó la dotación… https://t.co/nsAKE2UvjW
josecard82,,@HenriFalconLara #15abr Pareciera que a algunos no les interesa que el país se incendie si ello les permite gobernar las cenizas.
itspeperengel,"Cumana, Venezuela","#15Abr #Atención @ForoPenal denuncia situación irregular en Ramo Verde ante el ""ingreso a la fuerza de funcionarios… https://t.co/BSgHfFlfde"
descifradocom,CARACAS,"Kremlin dice que acuerdo OPEP+ evitará el «caos» en el mercado , reseña @EFEnoticias, #15Abr https://t.co/LeDJEGC7oG https://t.co/4JVccaQIaF"
contrapuntovzla,,#15Abr Sismo en Colombia se sintió en algunas regiones de Venezuela https://t.co/zQlVelFNOJ https://t.co/ATidoVbeIV
elclarinweb,Aragua,#15Abr #Sucesos Por 100 dólares asesinó a su amigo y lo sepultó en su patio https://t.co/VHtJqOceB2
Analitica,"Caracas, Venezuela","Las actividades comenzarían del 11 al 14 de junio en el Charles Schwab Challenge, dijeron varias fuentes en un repo… https://t.co/5mrbVduGIx"
venezuelaaldia,Venezuela,#15Abr | Más de dos millones de casos de COVID-19 se han registrado en el mundo https://t.co/0DcSDwqgKB
MiamiDiario,"Miami, FL","Esposa de Luis Fonsi deslumbra con su figura en bikini (+Fotos)  #15Abr 
https://t.co/gFJSiIZsZo"
LaTeleTuya,"Caracas, Venezuela","Hoy #15Abr descubriremos qué ocurre en la cabeza de Clara #EnTerapia 

🕘11:00 p.m.

¡Recuerda! #QuédateEnCasaConTLT https://t.co/Bq7omrL1kq"
fundamiarbolven,Venezuela,#15Abr Conoce que efectos producen los incendios forestales en los ecosistemas @NicolasMaduro @OswaldoBarberaG… https://t.co/mS3x5ydbFF
amg9847,"Caracas, Venezuela","#15Abr: #Alemania reporta 132.610 casos de #Coronavirus y 3.640 muertos.

La canciller Ángela Merkel comunica que l… https://t.co/w8LsyA73xb"
VTnewsRed,Venezuela,"#VTanálisisPeriodistas venezolanos diagnostican el oficio de informar durante la pandemia 

👉… https://t.co/uxxMo7Rygk"
enteratee24,Venezuela,"#Internacionales | #15Abr | Ecuador se acerca a 8.000 contagiados

#Entérate24 https://t.co/XhhQ7N7AVo"
ChristianVeron,"Caracas, Venezuela","#ALEMANIA
Sin visitas y sin ingresos, algunos #Zoologicos en crisis se preparan para medidas drásticas.
El… https://t.co/TJOHBl2LSz"
RedRadioVe,Venezuela,#RedRadioVeInforma #15Abr #Actualidad 📣 Ochoa Antich admite la eficacia en la política de salud del Estado venezola… https://t.co/IUcnQfvgvJ
CaceNc,Venezuela,En Cúcuta caobos 320-3675928 #15Abr #cucuta #Temblor disfrutala! https://t.co/exP5xGKfhA
Cmdte_RGP_ANZ,Barcelona-Anzoategui,#15Abr ENTÉRATE Dorso de la mano con el dedo índice señalando hacia la derechaGNB desplegada en labores de extinció… https://t.co/3dd23m9R5R
abogadostovarm1,,"Mañana jueves 15 de abril, en VIVO directo por Instagram la abogada Vestalia Tovar les responderá todas sus pregunt… https://t.co/rmXYZ6ldVf"
ipysvenezuela,"Caracas, Venezuela","#AvanceIPYSve | Señal de @MovistarVe para llamadas y datos tiene más de 25 horas caída en #Cumaná #Sucre

Y desde l… https://t.co/taXhhLENiA"
ElInformadorVE,#Venezuela,#15Abr #QuédateEnCasa Detienen a cinco mujeres que daban información de comerciantes a extrorsionadores en el Zulia… https://t.co/G6xHJR7jRD
fundamiarbolven,Venezuela,#15Abr #Comunícate|| En caso de Incendios Forestales llama al  VEN 911 o a cualquiera de estos números para denunci… https://t.co/QehoaCAXrJ
Class987FM,"San Carlos,Cojedes,Venezuela","#15Abr @PadreJosePalmar denunció que la ""cárcel de Ramo Verde está siendo allanada ilegalmente por efectivos del es… https://t.co/bCu0hh26Cm"
VaIoRock,Tercera Piedra desde El Sol,"ATENCIÓN: Estas son las etiquetas para hoy, #15Abr:
#VenezuelaBellaEnRevolución // #SinCombustibleNoHayAlimentos https://t.co/bWfI1bXTHV"
guillerpalacios,"Lara, Venezuela",#15Abr #VzlaSinGasolina Los pobladores del Municipio Moran #Lara buscando surtir #gasolina y las cavas amarillas de… https://t.co/t994l9qHnP
GUNNER1337,,"Cosas del pais mas ""avanzado"" del mundo. Cosas del Tio Sam
#15Abr https://t.co/LfzEQ7TFve"
LaPrensaTachira,"San Cristóbal, Venezuela","#15Abr 🇪🇸En Barcelona, España, rayaron el vehículo de una Dra. ginecólogo, con las palabras ""Rata contagiosa"", lo c… https://t.co/vmPPgeZiZ6"
tribunadetodos,,#15Abr #Cuba informó este miércoles que 24 personas han fallecido por #Covid_19. El número de casos acumulados de… https://t.co/t2zsoYd14i
ecupunto,Ecuador,#ATENCIÓN Asamblea Nacional enviará proyecto de ley de Acuicultura y Pesca al Registro Oficial #15Abr… https://t.co/Nba44Bd2Oq
AlejandroLuy,Caracas. Venezuela,"#15Abr
1.  La OMS actuó tarde y mal, de manera sesgada; 
2.  Trump (como la mayoría) también actuó tarde y mal; los… https://t.co/EnENSzqHYy"
fundamiarbolven,Venezuela,#15Abr Conoce cuales son las causas principales de los incendios forestales @NicolasMaduro @OswaldoBarberaG… https://t.co/fhtCYxbfOV
ReporteYa,Venezuela,"#15Abr #Táchira #SinLuz 

Gob. @laidygomezf: Ministro de Energía Eléctrica: le exijo, le solicito, le propongo, lo… https://t.co/ujRa6AcYSA"
HeiberBarreto,Caracas,"#15Abr | #AsíCotizóHoy 🗞️ El precio del petro subió Bs. 410.717 en Plataforma Patria y Bs. 425.213 en Bancar  📈

➡️… https://t.co/831J3aw2py"
enteratee24,Venezuela,"#Internacionales | #15Abr  Argentina registra 22 feminicidios desde que se decretó la cuarentena

#Entérate24 https://t.co/cv2o6g8aew"
infoenbreves,Caracas,#15Abr | Descontento social por escasez de gasolina y alimentos es atacado con gases lacrimógenos y perdigones ¡Lo… https://t.co/Jq6MIjohM3
importpartsvzla,"Valencia, Venezuela","#15Abr Somos Mayoristas en Repuestos Peugeot, Citroen, Volkswagen y Renault...
🇪🇺CALIDAD EUROPEA.
🇻🇪Envíos a toda V… https://t.co/2dulHV8UKD"
TendenciaCol,"Bucaramanga, Colombia","⚡️Trending Topic #Colombia 15/04/2020 14:00👁‍🗨💬

1. #SiMuerenLosMédicos
2. iPhone SE
3. #15Abr
4. #NoEstamosSolos
5… https://t.co/JWPGDW75Lv"
MateoArango,,"#15Abr Empieza a verse la Colombia oculta; la Colombia con hambre; la que tapaban hablándonos de guerra, narcotráfi… https://t.co/Ri43uSOYvF"
PJYaracuy,Yaracuy,"Pdte de la @AsambleaVE, @LuisParraVe: ""Desde la AN hemos hecho propuestas concretas y viables para garantizar mejor… https://t.co/A3YuTEtFnD"
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"#15Abr Extiendo mi abrazo y mi cariño a la familia de la Escuela Latinoamericana de Medicina Dr. Salvador Allende,… https://t.co/9nzTaOQuPb"
estucosvenecian,San Antonio del Táchira,@laidygomezf #15Abr por favor señora gobernadora que vamos hacer los trabajadores de la construcción que no tenemos… https://t.co/zuuuWq3Lsu
contrapuntovzla,,#15Abr Bachelet exhortó a países de Latinoamérica a no impedir regreso de migrantes https://t.co/qW9h1qKwDQ https://t.co/UO8kgovZPO
El_Zuliano,Zulia,"#15Abr

Cada vez que el régimen dice que es saboteo, el seguro no paga..."
Arge_Lara82,Venezuela,Hoy #15Abr #DíaMundialDelArte exigimos que dejen en libertad a nuestros artistas #AryenisYAlfredoInocentes quienes… https://t.co/g7X7zzxprd
josecard82,,@HenriFalconLara #15abr Algunos dirigentes adoptan una política de brazos cruzados y no se dan cuenta que la gente… https://t.co/Lz5oGP3LSV
VTnewsRed,Venezuela,"Venezuela lidera la aplicación de tests del Covid19 enLatinoamérica
 
👉 https://t.co/H2LzudLECi
#15Abr… https://t.co/F5Tp8dlm3K"
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"#SabíasQue Hace 106 años se efectuó el descubrimiento en el Edo. Zulia del primer campo petrolero, el cual fue deno… https://t.co/4bndsp2337"
MIJPVenezuela,Venezuela,"Esta acción da respuesta al plan de formación académica no presencial, propuesto por el presidente de la República,… https://t.co/GkmwjJoOZv"
PrensaCuba_Ven,,"""Si este ataque aéreo fuese el preludio de una invasión, el país en pie de lucha resistirá y destruirá con mano de… https://t.co/5t5TltrpsL"
MIJPVenezuela,Venezuela,"NOTICIA 👉La @UUniversidad, a través de las plataformas digitales implementó el Plan de Formación Académica a distan… https://t.co/nFXJkjKGZk"
OficialCONALOT,,"#15Abr | Reduce el riesgo de infección del (Covid-19). Lavate las manos con agua y jabón, sobre todo después de tos… https://t.co/RgAXPghsQx"
CaceNc,Venezuela,En Cúcuta caobos #15Abr #15Abril #cucuta 320-3675928 https://t.co/FOioti5hwc
morocotacoin,Venezuela,"#15Abr | #AsíCotizóHoy 🗞️ El precio del petro subió Bs. 410.717 en Plataforma Patria y Bs. 425.213 en Bancar  📈

➡️… https://t.co/LquQthfhsh"
ErikaOlivete,Venezuela,En mi jornada de #trabajoremoto por lo general me gusta escuchar música o un buen juego y con @ESPNDeportes llevo d… https://t.co/hmYFNcly37
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"Con la nueva Ley Constitucional de la #FANB, los hombres y mujeres de Armas, apegados al Artículo 20, afianzan su a… https://t.co/m7KwqZD4bg"
fronteravivanew,Colombia,"#15Abr 🇻🇪| 🚨Cerca de 500 personas han sido evacuadas, desde la madrugada de este miércoles, de los Puntos de Asiste… https://t.co/Z6XiLod3w2"
SaulDavid_,"Caracas, Venezuela",Al parecer en el ultimo capitulo de Ertugrul que rodaron en @VTVcanal8 el Médico que le salvo la vida montones de v… https://t.co/tNGkCt3Wa6
Heberlizeth,"Carabobo, Venezuela ",#15Abr Este mediodía unos funcionarios de la PNB fueron emboscados por miembros de una banda  en sector Las Flores… https://t.co/0t0AKucRht
Hidrobolivar_,Zona Industrial Matanzas UD321,"#15Abr 
#JuntosTodoEsPosible
Ponte al día con el pago del agua  desde tu casa.
A través de nuestras cuentas recauda… https://t.co/7UBquinJCY"
DianaCamacaro,,#15Abr #AcosarEsDelito #UniSinAcoso: las universidades tienen el deber de velar por la seguridad de sus alumnas. Ex… https://t.co/T7r05XVbgd
bacu29,EE.UU. ,#15Abr El número de fallecidos en las últimas horas por el #coronavirus #COVID19 en el estado de #NuevaYork ha sido… https://t.co/SiEo23TtrR
fundamiarbolven,Venezuela,#15Abr Conoce cuales son las causas principales de los incendios forestales @NicolasMaduro @OswaldoBarberaG… https://t.co/ZgpGWcAj7P
532_gnb,Carupano,"Continuamos realizando recorridos en los diferentes sectores del municipio Sucre, con la finalidad de detener preve… https://t.co/Hz7ueoPtHm"
VenteSucre,Estado Sucre,"#Sucre | Los pescadores artesanales sometidos también a largas colas para surtir combustible, en la Marina de… https://t.co/Px0vUdsLeI"
TostonPeludo,,"#PrefacioFitCcs  | No te pierdas la programación de este jueves #16Abr 
La cita es a las 5:00pm 
Disfrútala a travé… https://t.co/jCtJnfSuM9"
PanaCimarron,"Caracas, Distrito Capital","#15Abr Acabo de llamar a Mucuchies Merida, y los transportistas de rubros agrícolas están llenando sus tanques de c… https://t.co/GpVWw3cPcg"
Cmdte_RGP_ANZ,Barcelona-Anzoategui,Nuestro heroico pueblo es el motivo principal por el cual los hombres y mujeres de la GNB permanecen activamente de… https://t.co/qGENZzmjGz
AllTravel20,Venezuela,"German Carreño Venezuela: No podemos viajar, pero sí visitar museos… https://t.co/Oxs09hNIl9 #travelphotography… https://t.co/lMqurUa4Ba"
nataliaval7,"Distrito Capital, Venezuela","Reporte del  día de hoy #15Abr de @CorpoNEsparta 

#VenezuelaBellaEnRevoluciòn 

@NicolasMaduro @dcabellor… https://t.co/j81ILDXM0S"
GUNNER1337,,"Eso lo hicimos en Venezuela, en las entradas d los mercados municipales d Caracas, hace 2 semanas atras.… https://t.co/lxttAatR33"
JuanPabloGve,"Monagas, Venezuela","#Conectados ¡Lo logramos otra vez! 

Hoy, más de 300 miembros de nuestra organización se encontraron en un nuevo en… https://t.co/LjD507PnZ7"
hassanamid02,"Medellín, Colombia","Trump Es un genio y No se deja engañar. 

QUÉ OPINAN DE ESTE AMIGO.. SERÁ O NO SERÁ.

La cara de Diabólico… https://t.co/06KPtdbHgB"
SALVADOR_JSPP,"Caracas, Venezuela","Están subiendo los precios y el paralelo porque el Estado está emitiendo ""muchos bolívares""?
Qué hay de nuevo viejo… https://t.co/gURKzt7tFK"
descifradocom,CARACAS,Denuncian que desde hoy #15Abr nadie puede estar en la calle a partir de las 2:00 p.m. en el estado Carabobo… https://t.co/bKxDDULGEw
enestepaisradio,Venezuela,"""La hidroxicloroquina con azitromicina no es la cura contra COVID-19, se trata de un tratamiento en fase experiment… https://t.co/gIymFOLry9"
Econometrica,Venezuela,"#15Abr | Italia era, hasta 2019, el quinto país en el mundo por llegada de turistas internacionales (más de 60 mill… https://t.co/YtZM4OAOXs"
josecard82,,"@HenriFalconLara #15abr Asi es. Al menos en el caso de Guaidó, debe entenderse que si se autoproclama como presiden… https://t.co/t7MQipjqSa"
ReporteYa,Venezuela,"#15Abr #Coronavirus #España 
El momento en el que una paciente  de 55 años de edad sale de UCI en un hospital de Má… https://t.co/qSrjZL7FFp"
Angel_Svart84,,#VenezuelaBellaEnRevolución #15Abr Sr. @psuvaristobulo es propicio en este momento que reactive la entrega de… https://t.co/yFphXgHV8S
gabrielrcoach,"Mérida, Venezuela","¡Tal cuál!
.
#15Abr #FelizMiercoles #SinCombustibleNoHayAlimentos https://t.co/pgjyj8jR9J"
ProtestaMilitar,San Antonio De Los Altos. Vzla,@sangreechinche @rosmigcur @rodrigopb13 @luisleocorleone @Radioalfalfa @willycochez @DBonyuet @TITORODRIGUEZZ… https://t.co/bmvPFQVip4
webnotitarde,"Valencia, Venezuela","#15Abr Tour de Francia se disputará a partir del 29 de agosto #Internacional 
https://t.co/zp4XaVNObR"
VzlaVive2020,Venezuela,"Alcaldesa @ErikaPSUV  ""Es una modalidad que está surgiendo debido a la contingencia (...) Eso nos permite que la fa… https://t.co/Dj9QNXHoUp"
HinestrozaAgles,,"Continuamos realizando recorridos en los diferentes sectores del municipio Sucre, con la finalidad de detener preve… https://t.co/036dIDlQD3"
ararauna_ve,Venezuela,Hoy #15Abr También es noticia que la policía municipal de Maracaibo establecieron prisión preventiva para 250 perso… https://t.co/1BnjprcrPq
NTN24Zoom,Continente Americano,Hoy #15Abr ¿Cómo piensa usted que el presidente Donald Trump ha manejado la pandemia del coronavirus? | Los invitam… https://t.co/P4vK78tyNn
contrapuntovzla,,#15Abr Guaidó: Personas relacionadas con narcotráfico no podrán conformar el Gobierno de Emergencia… https://t.co/hpki9YqidM
CealcoOficial,Venezuela,"#15Abr || 📢Mercal activa Plan “Yo Compro en 🏘️Casa” en la parroquia Petare del municipio Sucre, estado Miranda.
Vea… https://t.co/wpADbQJBiN"
chillidogrito1,,"Kiara hermosa, ¡Te queremos!!!
Vanessa Senior 
#SinCombustibleNoHayAlimentos
#15Abr #Anzoátegui #Protestas 

Retorn… https://t.co/ilJvlGD9dd"
Class987FM,"San Carlos,Cojedes,Venezuela","#ClassInforma #15Abr | El Gobierno Nacional, a través del Ministerio del Poder Popular para Relaciones Interiores,… https://t.co/w9X0sWq6QW"
fundamiarbolven,Venezuela,#15Abr #SabíasQué|| Los incendios forestales son la propagación no programada del fuego sobre la vegetación. Esta a… https://t.co/ix8Ii6ynQ2
AryeliVera,,#VideoNoticia #Ahora Trump suspende la financiación de EEUU a la OMS  |  publicado por @europapress… https://t.co/03WDOZfHS2
partidoUNT,Venezuela,"Durante la sesión ordinaria de la @AsambleaVE este #15Abr, el dip. @LEGVIRGILIO denunció los hechos ocurridos en Gu… https://t.co/A0ZFrJPcMA"
contrapuntovzla,,#15Abr Elías Matta: Ahora en Maracaibo un litro de gasolina se vende en 3 dólares y cuesta 6 veces más que en EEUU… https://t.co/RBizhg1c2r
cmdtecas53sucre,,"Continuamos realizando recorridos en los diferentes sectores del municipio Sucre, con la finalidad de detener preve… https://t.co/lDmmByceZX"
Corposalud_,"Mérida, Venezuela","#15Abr Evitemos la confusión y desinformación es importante que no difundas o repliques audios, mensajes o imágenes… https://t.co/vABnnWy3UE"
rakamajaka,The Earth,"Aprovechando que Lapa es tendencia, una Lapa murió quemada el día de ayer en el incendio de El Encantado, también c… https://t.co/5NNfw3xvhD"
JoseAnzolaJpsuv,Venezuela,"#15Abr desde el Edo. Bolivar, Municipio Caroni le deseamos un feliz cumpleaños a nuestro vicepresidente del… https://t.co/QrGiJaPULb"
AryeliVera,,"#VideoTendencia #Ahora Micro TDH - Amor De Red Social | publicado por @MicroTDH 
https://t.co/PLWD4S3Okv… https://t.co/hmKvZwulto"
Osmiggonzalez,"Barcelona, Venezuela","Estas imágenes fueron captadas por la Estación Espacial Internacional (ISS) el pasado 4 de abril.

Una flota de obj… https://t.co/6ePNi2XB8x"
VzlaVive2020,Venezuela,La alcaldesa @ErikaPSUV destacó que el Plan de Ordenamiento consiste en fortalecer con mayor eficiencia los planes… https://t.co/wCBOWvCuYV
textotipico,LatinoAmerica ✈,"Abro Debate: 

¿Que Opinas? 

#15Abr
#QuedateEnCasa https://t.co/oibkBPl5tn"
RedRadioVe,Venezuela,"#RedRadioVeInforma #15Abr #Actualidad 🔴 Desmantelada banda ""El Paipa"" en Táchira https://t.co/0CZLujHfM9 👇"
amb_latrinidad,LA TRINIDAD EDO. MIRANDA,#15Abr | Continúan nuestras Bioanalistas dando respuesta a los pacientes referidos por el Sistema Patria que asisti… https://t.co/kMXdZceSqi
Class987FM,"San Carlos,Cojedes,Venezuela","#ClassInforma #15Abr | La Comisión Presidencial para Seguimiento, Control y Prevención de la Covid-19 se reúne este… https://t.co/6RkgM92zfe"
AryeliVera,,"#AlDía @CesarTrompizVEN la metodología del portafolio lo que permite es un autoestudio, que será evaluado por los d… https://t.co/6YFEZt6Ig6"
contrapuntovzla,,#15Abr En Caricuao la cuarentena se cumple después del mediodía https://t.co/CEDVzMj6bo https://t.co/8vCoSbuwBV
GeorgeArtwell,,#15Abr Por que la bicha esta Vanessa Senior es TT de Venezuela en un momento tan critico!?🤔 Ah ya sé... desviar la… https://t.co/CVWA5JiLtx
jjluzardo,BOCONO EDO. TRUJILLO,"( VIDEO #15Abr ) PROF. ALEJANDRO GARCÍA, JEFE CIRCUITAL PARA LA EDUCACIÓN #Boconó #CampoElías, CON INFORMACIÓN, FRE… https://t.co/HqBBdS7PeD"
contrapuntovzla,,#15Abr Rafael Narváez: Dos pandemias atentan contra los DDHH en Venezuela https://t.co/BPBKlF6yzW https://t.co/drmFeuyLVt
Inder_gob,Rep.Bolivariana de Venezuela,"#15Abr | El Gobierno nacional despliega el ""Plan Especial de Desinfección"" en cada espacio del país. La cuarentena… https://t.co/ic2bju73zv"
Conapdis,Venezuela,"#Efemérides📅| Hoy #15Abr se celebra el Día Mundial del Arte, en honor al nacimiento del artista Leonardo da Vinci.… https://t.co/ue1ggwjMzW"
contrapuntovzla,,#15Abr Contrapunto ofrece sus espacios publicitarios a empresas en tiempos de coronavirus https://t.co/QrIgVcSjba https://t.co/MMsRmfGeA1
AvanzadaProgre,Venezuela,"Vía @luisromeroc “Tal como lo hicieron en su momento @calderonberti y Monseñor Moronta, exigimos claridad en el man… https://t.co/dEFWbSRzTD"
Barrio_Tricolor,Venezuela,"#15Abr || La #GMBNBT y el @ObrasMinisterio se suman al despliegue del Plan Especial de Desinfección, ordenado por e… https://t.co/9QcuvF69SV"
josecard82,,@HenriFalconLara #15abr Es tiempo valioso el que se pierde en redundar con el señalamiento de culpas. La gente demanda soluciones.
Polilaraoficial,"Barquisimeto, Lara, Venezuela","#15Abr Desde el Municipio Jiménez #PoliLara realiza recorrido en el Liceo Ricardo Yépez, Sector Comercio, Vía el To… https://t.co/hZUTbFfO8x"
RangelSilva4F,"Trujillo, Venezuela","#15Abr Hemos ejecutado el Plan Nacional de Desinfección en 19 de los 20 municipios de la entidad, con apoyo de orga… https://t.co/yfq62udr9t"
AryeliVera,,"#AlDía @CesarTrompizVEN Estamos viendo lo que va a requerir en adelante la educación de ahora en adelante, con resp… https://t.co/fhWhpltw5O"
descifradocom,CARACAS,"@INAC_Venezuela extiende suspensión de operaciones aéreas por 30 días más , #15Abr https://t.co/mcW2BEFGYI https://t.co/1BG08NrGqy"
casczgnb53sucre,"Cumaná, Estado Sucre","Continuamos realizando recorridos en los diferentes sectores del municipio Sucre, con la finalidad de detener preve… https://t.co/183xUrSpkr"
QpasoCarabobo,"Carabobo, Venezuela","#15Abr Néstor Reverol: ""También hemos entregado un importante equipo de dotación de termómetros infrarrojos para ha… https://t.co/TNKaogfCcM"
QpasoCarabobo,"Carabobo, Venezuela",#15Abr Néstor Reverol: Estamos entregando hoy 300 motocicletas para fortalecer los Cuadrantes de Paz de la región c… https://t.co/cHgW5g465Y
JosueDiazH,"Miranda, Venezuela",Esta lucha no ha sido fácil. Nos tocó contra un régimen indolente que ha matado cientos de millones de venezolanos… https://t.co/rKIZJe6tqI
Hidrocentro2011,"Carabobo, Venezuela","#15Abr | Identifica tus síntomas y mantén la calma.

#LaPrevenciónEsLaClave contra el Covid-19. #QuédateEnCasa https://t.co/fxvA3GKckh"
PedroLuisPrinc5,Venezuela,"#15Abr  El Departamento de Medicina Forense de Miami Dade confirmo que el arrendamiento de ""dos remolques refrigera… https://t.co/BgP8F9HIHk"
WorldEnergyTrad,worldwide,Un jugador clave de la industria busca vender su participación en la mina de litio más grande del mundo !!!|… https://t.co/wf3eOaIaDR
dquinterotv10,Documentalista CNAC # 5269,"🚨IMPORTANTE🚨 Vamos a desmentir este""FAKE NEWS"",Noticia Falsa,que solo busca generar confusión e incertidumbre. La l… https://t.co/QwwuSRIgz7"
GUNNER1337,,"Hablaron los AMOS del gran perro d presa mundial
👇🏼 #15Abr https://t.co/bXQMgbtCY0"
VPITV,Venezuela,"Sintoniza nuestra transmisión especial sobre el #COVID19 en Venezuela, América Latina y el mundo.

#EnVivoSiempre p… https://t.co/uDsc9EW57o"
adi_354,Municipio Pedro Zaraza Guárico,#15Abr #ConcienciaYCompromiso es la clave para combatir el COVID—19 en nuestra patria #QuedateEnCasa… https://t.co/BihMzvkfgv
VPITV,Venezuela,#15Abr Descubrieron 6 nuevos tipos de coronavirus en murciélagos de Myanmar https://t.co/latXw5Hctm
cimanewsdigital,Venezuela,"#ATENCIÓN #Caracas | se reporta situación irregular en #ElCementerio. Vecinos reportan disparos en el sector Primero de Mayo. 

#15Abr"
OBUniversidades,Venezuela,#15Abr El Observatorio de Universidades #OBU es un proyecto desarrollado por la Fundación Laboratorio de Desarrollo… https://t.co/mbeKBFAszh
cambioweb,"Miami, FL",#15Abr | #Internacionales |  Al menos 27 niños migrantes bajo custodia de EEUU dieron positivo por COVID-19.… https://t.co/t30TqZlqwI
CaracasPlural,"Caracas, Venezuela","Mantén desinfectadas y correctamente higienizadas las áreas comunes de tu edificio.

#YoCuidoMiFamilia… https://t.co/XioUvXodb5"
AryeliVera,,"#AlDía @CesarTrompizVEN Nosotros hemos extendido las clases presenciales por lo menos hasta agosto, pero las activi… https://t.co/tN6Hx9MYLB"
elclarinweb,Aragua,#15Abr #Farándula Ricky Martin grabó con su móvil su nuevo vídeo musical https://t.co/ZcmC3yrxqx
venezuelaaldia,Venezuela,#15Abr | ¿Osado y peligroso? Países que han levantado la cuarentena por COVID-19 https://t.co/Px7dF8z93M
uri_911,,"#VEN911Oficial | #15Abr Actuemos para proteger nuestra salud y la de nuestro entorno.
¡LA PREVENCIÓN ES DE TODOS!… https://t.co/yiNtr86hBK"
iclaflorida1954,Caracas-Venezuela,"Los servicios ofrecidos por nuestro instituto cuentan con profesionales altamente capacitados, tecnología de punta… https://t.co/OCucL7uPJu"
Analitica,"Caracas, Venezuela","«Es algo desesperante, el estado no cuenta con gas, no tenemos Internet, fallan las líneas telefónicas, tenemos apa… https://t.co/MM7Ucpw0Ah"
NoticiasTLA,"Maracay, Venezuela","#15Abr | El @Gobierno_Aragua pone un su Disposición ESTOS Números de Contacto.  

#CreamosContigo… https://t.co/gSZbJsZkgV"
EEC963FM,Venezuela,#15Abr ¿Quieres sintonizarnos en cada momento? Descarga nuestra app y escucha lo mejor de nuestra programación. https://t.co/vMV6dHfsba
PuestoComandoRA,"Maracay, Venezuela","#15Abr Siguiendo los lineamientos del Gob. 
@RMarcoTorres
se inició el Despistaje ampliado y personalizado. Aplican… https://t.co/RiZkaWB7Ur"
falconnews6,,"#Atencion Así trabajar las PULGAS DE MARACIBO.
 ""El mercado Las Pulgas  funcionará un día más, nos lo pidieron los… https://t.co/Wcr1On1OW9"
webnotitarde,"Valencia, Venezuela",#15Abr Actividad económica en Venezuela se reducirá en 15% por el covid-19 #Economía https://t.co/IecIMiFV2h
MiamiDiario,"Miami, FL","JLópez bailó «suavemente» con su ex Sean “Diddy” para recaudar fondos contra el coronavirus (Video)  #15Abr 
https://t.co/NE7tZCS6Dw"
AryeliVera,,#AlDía @CesarTrompizVEN Nuestro tema principal es la salud del pueblo y eso pasa por mantener una cuarentena social… https://t.co/a0etqBLbK6
53Dvc,,"#15Abr Continuamos velando por el bienestar social en materia de distribución de combustible 
Todo acto de corrupci… https://t.co/dlQWdMtzpA"
josecard82,,"@HenriFalconLara Hacer planas de ""Maduro es el culpable de la crisis"" no sirve de nada. Uno ya sabe donde tiene que… https://t.co/fmXxKWIiPH"
xtremevj,Maracay,"@Hidrocentro2011 Hasta cuando esta mariquera, cada semana una excusa diferente, son años sin agua de manera continu… https://t.co/HFjXh84EYP"
AlcaldiaPulgarZ,"El Chivo, Zulia, Venezuela",#15Abr | #POLIPULGAR APLICA RETENCIONES Y CHARLAS A LA CIUDADANÍA POR INCUMPLIMIENTO DE LA CUARENTENA COLECTIVA Y S… https://t.co/lforg0w4gY
SaulDavid_,"Caracas, Venezuela",Lo mejor de la Serie Ertugrul es que jamás y nunca veras una escena de Sexo. Es una novela histórica donde el guerr… https://t.co/n4Erss5r9r
GNB_BARlNAS,"Barinas, Venezuela","#ENTERESE||👉 @lafuerzadchavez: Luego de repartir las cajas CLAP, nos fuimos para el municipio Obispos, donde estuvi… https://t.co/oRcZ6SHaZx"
webnotitarde,"Valencia, Venezuela","#15Abr Descubren que el coronavirus puede sobrevivir a más de 60 grados #Salud
https://t.co/xAIicJRdU3"
