user,location,text
laidygomezf,"Táchira, Venezuela","#15Abr Ministro de Energía Eléctrica: le exijo, le solicito, le propongo, lo exhorto a un plan de contingencia seri… https://t.co/d1TTa54Qf9"
ProtestaMilitar,San Antonio De Los Altos. Vzla,"@Noelleal Lo que pasa es que estamos viviendo aires de #Libertad dónde muchos quieren llevarsela para su casa, otro… https://t.co/92s59ra0Zu"
eylinme,En la Luna,"Las actividades creativas tienen su día. Hoy, #15Abr se celebra el #DiaMundialDelArte https://t.co/cFK1HGmkVW"
francojc_,La patria de Bolívar y Chávez,"#15Abr 🤢maduro reparte migajas no bonos, para atrapar incautos y ejercer control social

""bono (....) en EEUU ha si… https://t.co/Nb14kESVPD"
alcaldiademcbo,"Maracaibo, Venezuela","#15Abr Ahora los usuarios de las 8 rutas de Bus Maracaibo guardarán un metro de distancia en las paradas, exigido p… https://t.co/3ESXD98wEL"
Daniel_RiosVE,Venezuela / USA,"#15Abr No solo un grupo de chilenos están varados en #Cuba sino también unos mexicanos que viven ""el sueño socialis… https://t.co/VM8XspsKhg"
MIKAngel777,,"#15Abr | El ocaso de las industrias, saqueo, caída de la producción y fin de la meritocracia #EmpresasDelEstado2018… https://t.co/7vFaobxov1"
nataliaval7,"Distrito Capital, Venezuela","Aquí les traigo Noticias de Mi Isla Bonita #NuevaEsparta

Con organización y disciplina el Protector @DanteRivasQ ,… https://t.co/JIXrsEyR7E"
Caro_lina713,Venezuela ,"#15Abr Despliegue de jornadas de sanitización y desinfección en las principales avenidas, localidades y espacios pú… https://t.co/4zFW5KIbdR"
ExtraVzla,"Caracas, Venezuela",Habitantes en Anzoátegui protestan en las calles para exigir cajas Clap y agua potable #15Abr (Fotos)… https://t.co/qlpWMIbLHV
PanaCimarron,"Caracas, Distrito Capital","#15Abr Eso de que productores no tienen gasolina es falso...en todas las comunidades agrícolas, se les está prioriz… https://t.co/prmNskGSqE"
tony_vet,🇻🇪〰️🇮🇹,Esta gente y que #DiosdadoEjemploDeLealtad ...🤯🤔 ....se estarán fumando lo que producen. 🤦‍♂️ #15Abr
ReporteYa,Venezuela,"#15Abr @TomasGuanipa: Estamos desde la @EmbajadaVE_Col en un esfuerzo por apoyar a todos nuestros connacionales, en… https://t.co/D84BxKJC8G"
MOSKve,RepúblicaBolivarianaVENEZUELA ,"La reciente decisión del presidente Trump, se enfrenta a una ola mundial de críticas https://t.co/Z8MwSMFWD0  

#15Abr"
morocotacoin,Venezuela,"#15Abr 🛑 Binance quedó fuera de línea: ¿estuiveron en riesgo los fondos? 

#FelizMiercoles 🔻
https://t.co/9AI2RffUNm"
Prom_Neptuno,Bogota DC Colombia S.A | Cra 7,"#CartagenaDeIndias, uno de los destinos más elegidos por los turistas en todo el #mundo y una referencia del… https://t.co/2XUxrABPeB"
JaviGuacaneme,"Bogotá, D.C., Colombia","ATENCIÓN
Mujer repatriada por crisis coronavirus sufre aparentemente un desmayo en el aeropuerto.… https://t.co/F4ozVfUBB3"
AVOZCRUDA,"Michigan, USA","GUAIDÓ: EL RÉGIMEN DE NICOLÁS MADURO ESTÁ ACORRALADO #15abr

Por CARAOTA DIGITAL

El presidente encargado de Venezu… https://t.co/qpSMds9BW7"
AryeliVera,,#AlDía @CesarTrompizVEN La idea es que nuestros estudiantes no se pierdan ni un día de clases y puedan graduarse en… https://t.co/x7XhQe0kTf
bancaynegocios,"Caracas, Venezuela","Dólar oficial abrirá este #15Abr en Bs.113.834 y el paralelo apenas cae 0,13% https://t.co/BVG9ZXtSAo\'"
GAES31GNB,Av.Las Lagrimas de acarigua ,"#15Abr Continuamos velando por el bienestar social en materia de distribución de combustible 
Todo acto de corrupci… https://t.co/vP7G3qHJDq"
EfectoCocuyo,"Caracas, Venezuela","#SepaQue El número de casos confirmados de COVID-19 en Florida subió este #15Abr a 22.081, de los cuales 591 han si… https://t.co/cAlDnYbqY5"
LuisCastro10D,"Táchira, Venezuela","#15Abr Hemos hecho la desinfección del Mercado de Capacho Nuevo, lugar emblemático de nuestro municipio, epicentro… https://t.co/KSU6xmJegz"
Caro_lina713,Venezuela ,"#15Abr Desde el municipio Sucre del Edo. Aragua más de 100 hombres y mujeres se despliegan para desinfectar calles,… https://t.co/JkoyO73Mk7"
lilidiaz8,"Miranda, Venezuela","En el marco de la coyuntura actual ocasionada por el #Covid-19, ""Coveplast"" empresa Socialista adscrita al… https://t.co/O69pDBfoYR"
hlvalenzuela1,"Hermosillo, Sonora","#SNTEsalud ⚕ 
@SNTE_Seccion28 @SnteNacional 
Diviértete 😀 Reta a tu familia 😎 en la #Cuarentena #Coronavirus 🦠 Mues… https://t.co/WtKsGo05Nc"
VzlaVive2020,Venezuela,#EnFotos | Este martes inició el Plan de Ordenamiento de la parroquia Sucre en el marco de las medidas preventivas… https://t.co/DbTXZksfR0
AguilasVzla,"Aragua, Venezuela",Hoy #15Abr. La 42 Brinfp felicita al @dcabellor por su cumpleaño. Soldado leal y revolucionario q dios siga guiando… https://t.co/uYEAa3HE21
la_patilla,Venezuela,En video: La KILOMÉTRICA cola para surtir gasolina en Punto Fijo este #15Abr https://t.co/ttKtt9CGH9
josemagonzalezz,Venezuela,"#15Abr | Productores del municipio Federación, en el estado #Falcón, protestaron por falta de combustible, situació… https://t.co/GQFSg1MgKT"
contrapuntovzla,,#15Abr Contagiados de COVID-19 superan los 2 millones en el mundo https://t.co/YwZsBYuWIZ https://t.co/W54t830Twk
Ricard512,Colombia,"Si claro, pero cuando proponían la consulta anticorrupción de bajar los sueldos le hizo mala fama para que se cayer… https://t.co/IdBiEdssjM"
YolPla,,@AsambleaVE @jguaido Idiota hoy es Miércoles #15Abr no martes.
AryeliVera,,"#AlDía  @CesarTrompizVEN Más del 90% de las universidades se han sumado al plan de clases a distancia, para continu… https://t.co/hyT9reF9qM"
LaPrensaTachira,"San Cristóbal, Venezuela","#15Abr | En Upata, estado Bolívar, sus pobladores buscan leña para cocinar por falta de gas doméstico👇

📸… https://t.co/xMG0RzP6bu"
clapsapuibqto,"Lara, Venezuela",#15Abr Porque eres un soldado fiel a nuestro comandante Chávez y a nuestro presidente obrero @NicolasMaduro baluart… https://t.co/7DwdK4F2CP
GUNNER1337,,Los llamados cristianos evangelicos no descienden d estos hominidos (monos dicen ellos) Ellos se saltaron la evoluc… https://t.co/geexdUfJxf
KarellyOlivares,"Caracas, Venezuela","Cuando la #pandemia termine -aún sin fecha de caducidad-, ¿qué va a pasar?

Puedo adelantarles que viene un inminen… https://t.co/bNGBuuEcMg"
wluces,venezuela,#15Abr analizando varios tweets no hay organismos más podrido en Venezuela que la guardia nacional Bolivariana al s… https://t.co/oerADO8VG2
TVVnoticias,"Miami,USA","#15Abr 🇺🇸 El Departamento de Medicina Forense de Miami Dade confirmó que el arrendamiento de ""dos remolques refrige… https://t.co/n7wJsioZvm"
contrapuntovzla,,#15Abr Reportan detenciones arbitrarias y deficiente servicio de agua en estados llaneros durante cuarentena… https://t.co/ZMdhqCiPv3
Softsystemsve_,"Caracas, Venezuela","Beneficios de tener un página web
- Mayor visibilidad
- Accesibilidad 24 horas al día
- Impulso para las ventas
- P… https://t.co/QBk1eaSLGl"
descifradocom,CARACAS,Alimentos (8) de la Cesta Petare cuestan 18 dólares esta semana #15Abr informó el diputado @AngelAlvaradoR - Descif… https://t.co/2mgL22lfFq
ComunalLecheria,,"Un obsequio del @ComunalLecheria y el @LecheriaP  cargado de amor en su día, para el camarada y hermano Capitán… https://t.co/6Y8nDXJakE"
LuisMiguel_GD,,"#Dia31 Actualización del @Minsa_Peru sobre el #COVIDー19 en #Perú:
●Casos confirmados: 11475
●Resultados:negativos:… https://t.co/FeC01kwjgL"
cactus24noticia,"Punto Fijo, Falcón",#15Abr Policía encuentra sano y salvo a bebé raptado por su padre en #Merida https://t.co/PJ9uFFMXpF https://t.co/2upA2qB84Q
SomosRedVzla,,"#VenezuelaBellaEnRevolución BUENISIMA CUAL DE GAFOS...

LINDO..#SinGasolinaPorMaduro #VzlaMuereDeHambre… https://t.co/ba5SwT8je9"
NotiMusicLand,,#15Abr | Ya pueden escuchar el nuevo sencillo del cantante Venezolano David Manzz @DavidManzzMusic a través de… https://t.co/QiBouAyZ1C
josemagonzalezz,Venezuela,"#15Abr | En Guatire, conductores protestaron por falta de gasolina en la E/S Castillejo. Denuncian que tienen más d… https://t.co/We0WZNk7QS"
bienenterados,Caracas,Turismo Maso lanza el video: quédate en casa viene un brillante amanecer https://t.co/gVtmKHwZvy #15Abr #RamoVerde
VTnewsRed,Venezuela,"Irán se anota un triunfo sobre las sanciones de EEUU 

👉   https://t.co/LO23WlE92r

#15Abr
#FelizMiercoles… https://t.co/Urb3qvR1RG"
ElPitazoTV,Venezuela,"#Aragua | El gobernador Marco Torres y el alcalde de #Maracay, Pedro Bastidas, visitaron este #15abr comercios del… https://t.co/xecbar87mS"
Osmiggonzalez,"Barcelona, Venezuela","Se ha descubierto en Montalban, Ccs, una estructura con forma piramidal escalonada

Estas estructuras se comenzaron… https://t.co/TQzNnkXVMi"
AVOZCRUDA,"Michigan, USA",Desandar el camino en medio de la pandemia: el drama de los venezolanos que regresan por falta de recursos #15abr… https://t.co/HEqwxJaNEk
contrapuntovzla,,#15Abr Centro de Derechos Humanos de la UCAB lanzó web sobre situación de migrantes venezolanos en 14 países… https://t.co/hiZeCMfwOw
Caro_lina713,Venezuela ,#15Abr Organizacion Mundial de la Salud establece seis criterios antes de proceder al levantamiento de la Cuarenten… https://t.co/p5v8WBJFvu
61Johnsito,,@laureanomar El infierno de Dante ya no se en que nivel estamos!!!#15Abr #VerguenzaNacional #VenezuelaLibre
GranoAGrano,Late Tierra Late,"Cálmense
NO se exciten x RUMORES

NO ES EXPLOSIÓN DEL PALITO, TAMPOCO SABOTEO DE ESA REFINERÍA

Es “quema controlad… https://t.co/Krbyokr8uC"
yaracuy_inces,,"#15Abr 📰 || Garantizamos el derecho a la educación a más de 42 mil participantes en nuestros programas, mediante un… https://t.co/mCSuLn1Ula"
MujereAvanzaccs,"Caracas, Venezuela",#15Abr Más de 20 años en fracaso en fracaso llevaron a venezuela a la pobreza total hoy en día el pueblo llora pidi… https://t.co/8vkZlRyVCb
LogicasaOficial,"La Guaira, Venezuela","#15Abr Leales al compromiso con Venezuela y su pueblo, la #MisiónAlimentación continúa reforzando sus estrategias p… https://t.co/rshnrZli1k"
TeLoCuentoNews,Latinoamerica,"#15Abr 🔴 Ministra de Relaciones Exteriores Claudia Blum: ""Colombia no está planteando un conflicto armado con… https://t.co/1iO7rb4bhM"
Acep_Venezuela,Venezuela,"Habitantes de #Soledad, al sur #Anzoátegui, cierran vía nacional entre Soledad y Ciudad Bolívar. No llega comida, g… https://t.co/zoqXwU6wD1"
QPEV_,"Caracas, Venezuela","#PulsoRegional #Nacional #15Abr  
Movistar amplió ancho de banda de su red WiFi en 36 hospitales para ayudar durant… https://t.co/8zFOOq2kWM"
neljulger,Venezuela,"Desde @bcodeltesoro y @MinComercioN  camarada @EneidaLayaPsuv #15Abr #Dice Feliz cumpleaños @dcabellor,compañero de… https://t.co/RXECnarauN"
ReporteYa,Venezuela,"#15Abr #MotínEnRamoVede
@AnaGabrielLope2: Soy la esposa del Gustavo Adolfo Sandoval Quintero, recluido en la cárcel… https://t.co/kHIKkx01S9"
ERLISSIR,"MATURIN,VENEZUELA","#15Abr #CoronavirusEnVenezuela Hacemos llamado d Solidaridad/Bondad a kienes puedan sean x comercios, #delivery, o… https://t.co/PHlErJXvLv"
AryeliVera,,"#AlDía Ante la extensión de la #CuarentenaNacional, cuál es la situación del sector universitario. conversaré con e… https://t.co/Ig2G3wFk4n"
Remesif1,,@AsambleaVE Pónganse de acuerdo es Martes #15Abr o Miércoles #15Abr https://t.co/er47uFFfqh
Emiliroja," Miranda,Venezuela","@claudioefermin @joseluisbarreto Sip, un acuerdo nacional perooo con justicia. Lo q nos han hecho mucho daño tipo G… https://t.co/mGqazpozOp"
contrapuntovzla,,#15Abr Estas son algunas recomendaciones de ESET para el teletrabajo y las videoconferencias en tiempos de cuarente… https://t.co/ntJ6R6gopf
Class987FM,"San Carlos,Cojedes,Venezuela","#15Abr @PadreJosePalmar denunció que la ""cárcel de Ramo Verde está siendo allanada ilegalmente por efectivos del es… https://t.co/uziRTO8WSV"
mimami104,Venezuela,"#15Abr 
Naguara 8,399 millones (2018) habitantes en la ciudad de nueva york para el 2018 Que locura https://t.co/vGMiXDzRPU"
gobiernodelara2,,#15Abr El Cnel. José Antonio Carmona recordó los 11 años de la creación de la Milicia Nacional Bolivariana y acotó… https://t.co/sReTFBae8M
gobiernodelara2,,"#15Abr Hasta la fecha se ha desinfectado 571 espacio en los 9 municipios.

Nuestros cuerpos de seguridad continúan… https://t.co/xtHxn92zOB"
gobiernodelara2,,#15Abr Continúa la distribución de alimentos para nuestros niños y niñas a través del Programa de Alimentación Esco… https://t.co/BxhZfETcaf
gobiernodelara2,,#15Abr @FUNDASELARA ha realizado la atención de las 107 personas que se encuentran en aislamiento dentro la Villa B… https://t.co/vWQs6JwIYb
gobiernodelara2,,#15Abr Con el Plan Cero fugas se han realizado reparaciones en los sectores la Montañita y el Palmar del municipio… https://t.co/5Zu4jtgEsl
gobiernodelara2,,#15Abr 1.232 combo de alimentos fueron distribuidos a través de las Bodegas Móviles en la parroquia Guerrera Ana So… https://t.co/apkkV09qvS
gobiernodelara2,,"#15Abr @Transbarca continua con las Rutas Hospitalarias con 15 unidades, también cuenta con 7 unidades para el tras… https://t.co/0LifUs6AGM"
gobiernodelara2,,#15Abr Se han inspeccionado 421 establecimientos comerciales y también se realizó un rayado para que las personas c… https://t.co/dXr6QNhoHx
gobiernodelara2,,"#15Abr Fundación Siamtel realizó la entrega de insumos a hospitales y CDI.

11.250 funcionarios continúan desplegad… https://t.co/oqlbBrXMd0"
gobiernodelara2,,#15Abr Gobernadora @gestionperfecta en su reporte diario anunció que el día de hoy se activaron 20 unidades de tran… https://t.co/p2pEms8Lsi
VTnewsRed,Venezuela,"#VTanálisisPeriodistas venezolanos diagnostican el oficio de informar durante la pandemia 

👉… https://t.co/8WgweKKqkv"
GeorgeArtwell,,#15Abr Los del Partido Único Comunista de China andan con una exigidera al mundo como si pudieran tratar al resto d… https://t.co/pXX5sn5ULe
ariana_agreda,"Cumana, Venezuela","En medio de esta contingencia, más de 70 familias de la Comunidad de Villa del Mar en #Cumaná denuncian incrememto… https://t.co/QrFTVh8OiU"
economiahoyve,Venezuela,#15Abr La Asamblea Nacional aprobó este miércoles un acuerdo que permite la transferencia de fondos de una cuenta a… https://t.co/C1yfevY4sE
guiriad533,"Guiria, municipio Valdez","#15Abr|| En es sector Río Seco del Mcpio. Cajigal, realizamos la detención en flagrancia de este sujeto por incurri… https://t.co/n5N3sRWS0z"
LaPrensaTachira,"San Cristóbal, Venezuela","#Locales | EN TÁCHIRA ESPERAMOS AL MINISTRO DE ENERGÍA💡 ""Nada más le hago ese planteamiento para que usted pueda se… https://t.co/821KhwnBih"
contrapuntovzla,,"#15Abr El consenso para el pago de alquileres debe prevalecer durante la pandemia, recomiendan Danelly Colmenares y… https://t.co/GDK3E64zlX"
AryeliVera,,"1. BNB continua alcista esta semana, rumbo a los $16
2. G20 preocupado por las stablecoins 
👇👀
#AryeliVera #Live… https://t.co/MpyzadZeyi"
PoliAnaco,"Anaco, Venezuela","#15Abr| Cuando una persona se enferma enfrenta momentos de angustia. En lo posible, ofrece la ayuda que puedas. No… https://t.co/V0eXwaHTr5"
Caro_lina713,Venezuela ,"#15Abr La COVID-19 está causada por un virus, de modo que los antibióticos no sirven frente a ella. No se deben usa… https://t.co/jo5pewi066"
GNB_AnzoatGDP,República Bolivariana,Nuestro heroico pueblo es el motivo principal por el cual los hombres y mujeres de la GNB permanecen activamente de… https://t.co/LAPuXIYp9I
patriamia1933,En el mundo,#15Abr #Covid_19 #QuedateEnLaCasa Que desgracia #SOSCOSTARICA https://t.co/CL8iJsWwvD
enteratee24,Venezuela,"#Internacionales | #15Abr  Secretario de Salud de Brasil dimite y anticipa posible salida del ministro

#Entérate24 https://t.co/DPLiWMGaii"
meteoaragua,"Cagua, Venezuela",#15Abr #BoletínMeteorológico #DeclinaciónSolarPerpendicular sobre #Maracay #Cagua #Turmero #LaVictoria #SanMateo… https://t.co/1aGv36a1fK
GNB_CARABOBO,Valencia Edo. Carabobo,"#15Abr de 1994 es declarado Monumento Histórico Nacional el Teatro de la Ópera de Maracay, ha sido centro de estren… https://t.co/vqE9P2oQI7"
elPeriodicoDM,Maturín Estado Monagas,Así cerró el dólar en su segundo corte de este miércoles - https://t.co/QxiaTt2mAd #15abr #economia #ultimahora… https://t.co/vjggcAdae4
Class987FM,"San Carlos,Cojedes,Venezuela","#15Abr #Coronavirus #España Igor, joven violinista #venezolano deleita a sus vecinos en Madrid con este “Pajarillo”… https://t.co/bZ1dbglZG2"
Ac_Insurrecta,Abya Yala.,"Pte. @NicolasMaduro , reconocemos el esfuerzo realizado para contrarrestar el #COVID19  en el país, pero ¿Por qué e… https://t.co/koQVSKnN20"
mimami104,Venezuela,"#15Abr 
#FelizCumpleañosDiosdado 
#VenezuelaBellaEnRevolución 
Matematica Noooooo Me horrorizaba cada vez que nuest… https://t.co/plTFli2wa2"
contrapuntovzla,,#15Abr FMI proyecta contracción económica de 15% para Venezuela este 2020 por el coronavirus https://t.co/pwWFEoOU2H https://t.co/Jl2EiWX1HD
lagranciudad,"ÜT: 10.206182,-66.838661","Alcalde de Yare, Salvador Medina, afirma que hay un caso positivo de Covid-19 en el sector La Aguada. Es una dama q… https://t.co/tXO6GlhmFe"
VTnewsRed,Venezuela,"Incendios forestales se extienden sobre Venezuela 

👉  https://t.co/TzdepR4VVb

#15Abr
#FelizMiercoles… https://t.co/mGHWJIakOd"
TVVnoticias,"Miami,USA","#15Abr @AnaGabrielLope2: Soy la esposa del Gustavo Adolfo Sandoval Quintero, recluido en la cárcel militar Ramo Ver… https://t.co/DziO0nJqXM"
514Destacamento,,"GNB EN MISIÓN ECOSOCIALISTA, efectivos del Comando Aéreo y Bomberos realizaron operaciones de extinción de incendio… https://t.co/iLZ0gPs8n0"
aliritof,,#15Abr    Triste mi Venezuela        20 años de chavismo traducidos en una sola imagen    👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t.co/gisVIIKQtB
ContactoCantv,Venezuela,✔️#15Abr #QuédateEnCasa En esta cuarentena social y colectiva crea hábitos en donde lo principal sea conectar con l… https://t.co/TCLpzNia1W
enteratee24,Venezuela,#Variedades | #15Abr | Festival de Cannes estudia nuevas alternativas para la edición 2020. La organización emitió… https://t.co/E24Rw1TzSe
Caro_lina713,Venezuela ,#15Abr Lo principal es adoptar las medidas higiénicas correctas para cuidarnos de contraer enfermedades respiratori… https://t.co/GF9FVvl55K
AryeliVera,,La @Udefabiortega está activa Online y arrancamos una temporada de #Live para consultas gratuitas y responder a tus… https://t.co/mPJ6okIaga
Catherin_RB,"Armenia, Colombia","""El sistema educativo no está preparado para esta situación"" refiriéndose a qué, en su mayoría, lxs niñxs y adolesc… https://t.co/UkaOInBBXE"
contrapuntovzla,,#15Abr En medio de la pandemia Fedenaga alerta dificultades en el sector por falta de combustible… https://t.co/cR8tD2wr6E
contrapuntovzla,,"¡Se mantiene! Dólar paralelo abrió este #15Abr en Bs 135.211,04 https://t.co/ki0438VqZF https://t.co/dn12bRUMd5"
descifradocom,CARACAS,Felipe Capozzolo: Encaje legal debe ser liberado entre 50% y 60% para reactivar crédito bancario - Descifrado… https://t.co/CfDweTxfHB
venezuelaaldia,Venezuela,#15Abr | Ante pandemia gobierno colombiano pide apoyo internacional para atender a migrantes venezolanos https://t.co/woHqvRsWJz
Analitica,"Caracas, Venezuela",La velocista venezolana Andrea Purica conversó con @Analitica y nos contó como vive el día a día desde la suspensió… https://t.co/5uq6xkOCuq
MiamiDiario,"Miami, FL","Permitirá a los beneficiarios de cupones de alimentos de Florida comprar en línea  #15Abr 
https://t.co/FhaNC8A27b"
cmdtedcr329gnb,,"#15Abr 
Pensamiento de Nuestro Libertador ""Simón Bolivar""

""El amor a la Patria, el amor a las leyes, el amor a los… https://t.co/GBLEAhqsNa"
VTnewsRed,Venezuela,"Cuomo vs Trump ¿Levantarán la cuarentena en Nueva York? 

👉   https://t.co/2k39ma5HC5

#15Abr
#FelizMiercoles… https://t.co/2wT2eFt0o7"
EduarValencia22,,"escribeme al wpp 3217132199 o al int 
 #SiMuerenLosMédicos #15Abr Cali
#CoronavirusColombia
#colombia #medellin… https://t.co/wX77H0f3Uc"
DannyOchoDos,Panamá,"@NitoCortizo Que parte de que ""Hay que trabajar juntos por el bien de la patria"" Ustedes no entienden? Hasta cuando… https://t.co/kmS41GGnN3"
cmdtedcr329gnb,,.@Gral_Urribarri9 Centinelas permanentes  adscritos a .@GNB_CARABOD411 realizaron la aprehención de 02 cddnos quien… https://t.co/PoHQCyl07Y
Tuitero09811175,,¡POLÉMICA! 😱 Presidente Donald Trump suspende la financiación de EEUU a la OMS 🤔😬😷 ¿Es una sanción? 🇺🇸 Entérate de… https://t.co/Uwj5pZV71a
ReporteYa,Venezuela,"#15Abr @PadreJosePalmar denunció que la ""cárcel de Ramo Verde está siendo allanada ilegalmente por efectivos del es… https://t.co/a6KzmUV1u5"
EVTVMiami,Miami FL,"No te pierdas el editorial de hoy #15Abr de @elcitizen en Podcast #EvtvContigo
Sigue el 👉🏼link que te dejamos aquí… https://t.co/7YVuFNIXJg"
chenoticiasweb,Venezuela,#Anzoátegui: Habitantes del municipio Independencia protestan por falta alimentos y gasolina  #15Abr https://t.co/Z1FxcPc3tm
IvanGarnierV,"Carúpano, Venezuela","#15Abr La incertidumbre crece, La desinformacion igual, la hiperinflacion nos esta comiendo y otras cosas que no qu… https://t.co/50sBGp2XMy"
Inventta,,Hoy #15Abr como comunidad hemos decidido unirnos al reto #cuidoamiveci con el objetivo de crear una red de apoyo fr… https://t.co/2gFoslDvpj
Tuitero09811175,,😱 Presidente Donald Trump suspende la financiación de EEUU a la OMS 🤔😬😷 ¿Es una sanción? 🇺🇸 Entérate de todo aquí… https://t.co/xtz6uQAmVW
Class987FM,"San Carlos,Cojedes,Venezuela","#ClassInforma #15Abr | Ecuador se acerca a los 8.000 contagiados por el coronavirus SARS-CoV-2, la mayoría de ellos… https://t.co/JsxiYpz1p5"
_humanoderecho,"Caracas, Venezuela","Humano Derecho Radio Estación📻
Reporte en lengua de señas🙌🏻
Miércoles #15Abr 2:00pm🗞️

@LSVNoticias en Instagram
In… https://t.co/qO623zimXb"
mimami104,Venezuela,"#15Abr 
#FelizCumpleañosDiosdado 
#VenezuelaBellaEnRevolución 
Venezolanos de vuelta a la Patria… https://t.co/JLeghtZJVT"
chenoticiasweb,Venezuela,#LoÚltimo | #15Abr | Anzoátegui: Habitantes del municipio Independencia protestan por falta alimentos y gasolina  https://t.co/Z1FxcPc3tm
PanaCimarron,"Caracas, Distrito Capital","#15Abr ¿Quien te dijo, que los funcionarios del Estado, necesitan permiso de los detenidos, para entrar a Cárcel de… https://t.co/TDyl6T2194"
VTnewsRed,Venezuela,"El Estado fantasma en la Honduras del Coronavirus

👉    https://t.co/eh6gmxD5DP

#15Abr
#FelizMiercoles… https://t.co/Uf1gOXCTLi"
ReporteYa,Venezuela,"#15Abr #Coronavirus #Francia 

🇫🇷 Francia reporta 4.560 nuevos casos de Covid-19 elevándose la cifra total a 147.86… https://t.co/DH9g1qI2QR"
edgarelgordo,Venezuela,#15Abr Actuemos siempre con ética y mantengamos la humildad en cualquier espacio  #VenezuelaBellaEnRevolución #QuedateEnCasa
TVVnoticias,"Miami,USA","#15Abr @PadreJosePalmar denunció que la ""cárcel de Ramo Verde está siendo allanada ilegalmente por efectivos del es… https://t.co/CSdYTReFdN"
MARBELIATOLEDO,VENEZUELA,"Nunca olvidemos de dónde venimos, lo que hacemos, y porque lo hacemos con arte. #ArteAmorYVino #ElArteDeVivir… https://t.co/i6A8n19PzB"
CealcoOficial,Venezuela,#15Abr || 📢Gabinete Social del Minppal llevó alegría a niños de la Casa Abrigo “Niños Jesús” en Maturín estado Mona… https://t.co/tGr8PdIbEy
LogicasaOficial,"La Guaira, Venezuela",#15Abr El Pdte. @NicolasMaduro se ha centrado en el bienestar de Venezuela y su pueblo. Bajo su voz de mando seguim… https://t.co/zNUlBkqubK
DiarioPrimicia,Puerto Ordaz,#Actualidad | En Nueva York registran 752 muertes por #COVID-19 en las últimas 24 horas. #15Abr
GNB_CZ43,,#15Abr #GNB extinguiendo los incendios forestales ¡SIN DESCANSO! Protegiendo nuestra naturaleza con el mejor equipa… https://t.co/AhoUcIIKdb
contrapuntovzla,,Se registraron terremotos en Argentina y Filipinas este #15Abr https://t.co/wClm1JAuBf https://t.co/aneF5xiBx2
Class987FM,"San Carlos,Cojedes,Venezuela","#ClassInforma #15Abr | Francia superó este miércoles las 17.000 muertes por coronavirus, con 17.167 fallecimientos,… https://t.co/D79YGLjvdy"
VTnewsRed,Venezuela,"Con 4 nuevos casos Venezuela tiene a raya contagios de coronavirus 

👉  https://t.co/2HaPHmjeqI

#15Abr… https://t.co/kprkw58TWy"
CATERINAV,,"#15Abr #CORONAVIRUS | (.@auscarano): Para las personas que viven solas, pues se deberá estar muy pendientes de ello… https://t.co/ZMFXiecwMf"
CATERINAV,,"#15Abr #CORONAVIRUS | (.@auscarano): No hay que caer en suponer lo que al otro le pasa, porque caemos en malos ente… https://t.co/6ooRGGryRL"
DiarioContraste,Venezuela | Colombia | Miami,Denuncian falta de insumos para enfrentar el Covid-19 en hospital mexicano https://t.co/j9MLFW79ne… https://t.co/Hv9sX3o9aH
VPITV,Venezuela,"#AHORA FED indicó que la economía de Estados Unidos está sufriendo una ""profunda contracción"" en todas las regiones… https://t.co/6Qnz2HxHYk"
CATERINAV,,"#15Abr #CORONAVIRUS | (.@auscarano): La cuarentena tiene un sentido protector, partimos en que nos quedamos en casa… https://t.co/7AJCfLokKk"
CATERINAV,,#15Abr La cuarentena requiere un esfuerzo individual de admitir y entender la realidad que estamos transitando atíp… https://t.co/k6Rl5RfzUh
contrapuntovzla,,#15Abr Yummy ofrece entrega de alimentos y bebidas a domicilio en Caracas https://t.co/YU3IjjFRIn https://t.co/2iHhnZoolB
CATERINAV,,"#15Abr #CORONAVIRUS | (.@auscarano): La pareja requiere estar atenta, consciente, reconocer que se desgasta, los ví… https://t.co/9CmiNBnrU1"
CATERINAV,,#15Abr #CORONAVIRUS | (.@auscarano): En lo individual cada uno está teniendo que rescatarse y es muy fácil entonces… https://t.co/Lv3fOsnn1K
enlaucab,"Caracas, Venezuela","#Atención: Hoy #15Abr @PostgradoUCAB, en alianza con @Universitasf_, invita al webinar “¿Proceso penal en Emergenci… https://t.co/itOMuWoTb8"
Class987FM,"San Carlos,Cojedes,Venezuela","#ClassInforma #15Abr | La decisión del presidente de Estados Unidos, Donald Trump, de interrumpir todas las contrib… https://t.co/w9sc98pg79"
AUPA_Autonomos,España,Si aún no tenéis respuesta sobre la concesión del cese. Desde la página del informe de vida laboral de la  segurida… https://t.co/h1MHFrQLVE
LaPrensaTachira,"San Cristóbal, Venezuela","#15Abr | Luis Almagro, Sec. Gral de la OEA, aseguró que ""Se debe investigar para llegar a la verdad y que la verdad… https://t.co/5HrD5hru6w"
cestaticketJP,caracas,": La cotización del dólar en el mercado paralelo abrió su jornada de este miércoles 15 de abril en Bs 135.211,04, s… https://t.co/cuItipW2m5"
descifradocom,CARACAS,"De interés: La demanda de petróleo caerá en 2020 al nivel de hace una década, según informe de la AIE, reseña… https://t.co/nXQrLU0zrE"
